# theta[deg]	neutral_n1	plasma_n1	neutral_n2	plasma_n2	neutral_n3	plasma_n3	neutral_n4	plasma_n4
1.59000000e+01	5.19607843e-01	1.07491718e-09	7.99028807e-01	2.90053792e-01	2.87878788e-01	5.50205536e-01	7.99028807e-01	3.42460176e-01
1.60000000e+01	5.19335512e-01	1.10605176e-09	8.04062510e-01	2.88029794e-01	2.86616162e-01	5.52877235e-01	8.04062510e-01	3.41007384e-01
1.61000000e+01	5.19063181e-01	1.13806566e-09	8.09126206e-01	2.86014269e-01	2.85353535e-01	5.55551003e-01	8.09126206e-01	3.39568172e-01
1.62000000e+01	5.18790850e-01	1.17098306e-09	8.14220013e-01	2.84007239e-01	2.84090909e-01	5.58226743e-01	8.14220013e-01	3.38142593e-01
1.63000000e+01	5.18518519e-01	1.20482875e-09	8.19344050e-01	2.82008722e-01	2.82828283e-01	5.60904357e-01	8.19344050e-01	3.36730698e-01
1.64000000e+01	5.18246187e-01	1.23962822e-09	8.24498437e-01	2.80018737e-01	2.81565657e-01	5.63583747e-01	8.24498437e-01	3.35332538e-01
1.65000000e+01	5.17973856e-01	1.27540763e-09	8.29683293e-01	2.78037302e-01	2.80303030e-01	5.66264815e-01	8.29683293e-01	3.33948165e-01
1.66000000e+01	5.17701525e-01	1.31219382e-09	8.34898738e-01	2.76064434e-01	2.79040404e-01	5.68947461e-01	8.34898738e-01	3.32577629e-01
1.67000000e+01	5.17429194e-01	1.35001435e-09	8.40144892e-01	2.74100151e-01	2.77777778e-01	5.71631587e-01	8.40144892e-01	3.31220978e-01
1.68000000e+01	5.17156863e-01	1.38889752e-09	8.45421875e-01	2.72144469e-01	2.76515152e-01	5.74317091e-01	8.45421875e-01	3.29878263e-01
1.69000000e+01	5.16884532e-01	1.42887238e-09	8.50729808e-01	2.70197403e-01	2.75252525e-01	5.77003873e-01	8.50729808e-01	3.28549530e-01
1.70000000e+01	5.16612200e-01	1.46996876e-09	8.56068812e-01	2.68258969e-01	2.73989899e-01	5.79691832e-01	8.56068812e-01	3.27234829e-01
1.71000000e+01	5.16339869e-01	1.51221725e-09	8.61439008e-01	2.66329180e-01	2.72727273e-01	5.82380866e-01	8.61439008e-01	3.25934206e-01
1.72000000e+01	5.16067538e-01	1.55564927e-09	8.66840517e-01	2.64408051e-01	2.71464646e-01	5.85070873e-01	8.66840517e-01	3.24647707e-01
1.73000000e+01	5.15795207e-01	1.60029709e-09	8.72273460e-01	2.62495594e-01	2.70202020e-01	5.87761750e-01	8.72273460e-01	3.23375378e-01
1.74000000e+01	5.15522876e-01	1.64619380e-09	8.77737960e-01	2.60591823e-01	2.68939394e-01	5.90453394e-01	8.77737960e-01	3.22117266e-01
1.75000000e+01	5.15250545e-01	1.69337339e-09	8.83234138e-01	2.58696748e-01	2.67676768e-01	5.93145700e-01	8.83234138e-01	3.20873414e-01
1.76000000e+01	5.14978214e-01	1.74187072e-09	8.88762116e-01	2.56810383e-01	2.66414141e-01	5.95838564e-01	8.88762116e-01	3.19643867e-01
1.77000000e+01	5.14705882e-01	1.79172160e-09	8.94322016e-01	2.54932736e-01	2.65151515e-01	5.98531882e-01	8.94322016e-01	3.18428669e-01
1.78000000e+01	5.14433551e-01	1.84296277e-09	8.99913963e-01	2.53063819e-01	2.63888889e-01	6.01225549e-01	8.99913963e-01	3.17227862e-01
1.79000000e+01	5.14161220e-01	1.89563193e-09	9.05538077e-01	2.51203641e-01	2.62626263e-01	6.03919457e-01	9.05538077e-01	3.16041489e-01
1.80000000e+01	5.13888889e-01	1.94976779e-09	9.11194483e-01	2.49352211e-01	2.61363636e-01	6.06613502e-01	9.11194483e-01	3.14869592e-01
1.81000000e+01	5.13616558e-01	2.00541005e-09	9.16883304e-01	2.47509537e-01	2.60101010e-01	6.09307576e-01	9.16883304e-01	3.13712212e-01
1.82000000e+01	5.13344227e-01	2.06259948e-09	9.22604664e-01	2.45675627e-01	2.58838384e-01	6.12001573e-01	9.22604664e-01	3.12569389e-01
1.83000000e+01	5.13071895e-01	2.12137791e-09	9.28358685e-01	2.43850489e-01	2.57575758e-01	6.14695383e-01	9.28358685e-01	3.11441165e-01
1.84000000e+01	5.12799564e-01	2.18178827e-09	9.34145493e-01	2.42034129e-01	2.56313131e-01	6.17388900e-01	9.34145493e-01	3.10327578e-01
1.85000000e+01	5.12527233e-01	2.24387461e-09	9.39965212e-01	2.40226553e-01	2.55050505e-01	6.20082015e-01	9.39965212e-01	3.09228668e-01
1.86000000e+01	5.12254902e-01	2.30768213e-09	9.45817966e-01	2.38427767e-01	2.53787879e-01	6.22774618e-01	9.45817966e-01	3.08144472e-01
1.87000000e+01	5.11982571e-01	2.37325722e-09	9.51703879e-01	2.36637775e-01	2.52525253e-01	6.25466600e-01	9.51703879e-01	3.07075029e-01
1.88000000e+01	5.11710240e-01	2.44064749e-09	9.57623078e-01	2.34856583e-01	2.51262626e-01	6.28157852e-01	9.57623078e-01	3.06020376e-01
1.89000000e+01	5.11437908e-01	2.50990176e-09	9.63575687e-01	2.33084194e-01	2.50000000e-01	6.30848263e-01	9.63575687e-01	3.04980549e-01
1.90000000e+01	5.11165577e-01	2.58107017e-09	9.69561832e-01	2.31320611e-01	2.48737374e-01	6.33537722e-01	9.69561832e-01	3.03955586e-01
1.91000000e+01	5.10893246e-01	2.65420414e-09	9.75581638e-01	2.29565837e-01	2.47474747e-01	6.36226118e-01	9.75581638e-01	3.02945520e-01
1.92000000e+01	5.10620915e-01	2.72935642e-09	9.81635232e-01	2.27819874e-01	2.46212121e-01	6.38913340e-01	9.81635232e-01	3.01950387e-01
1.93000000e+01	5.10348584e-01	2.80658115e-09	9.87722739e-01	2.26082725e-01	2.44949495e-01	6.41599276e-01	9.87722739e-01	3.00970223e-01
1.94000000e+01	5.10076253e-01	2.88593389e-09	9.93844286e-01	2.24354389e-01	2.43686869e-01	6.44283813e-01	9.93844286e-01	3.00005059e-01
1.95000000e+01	5.09803922e-01	2.96747161e-09	1.00000000e+00	2.22634869e-01	2.42424242e-01	6.46966838e-01	1.00000000e+00	2.99054930e-01
1.96000000e+01	5.09531590e-01	3.05125279e-09	9.99338624e-01	2.20924163e-01	2.41161616e-01	6.49648240e-01	9.97685185e-01	2.98119869e-01
1.97000000e+01	5.09259259e-01	3.13733740e-09	9.98677249e-01	2.19222272e-01	2.39898990e-01	6.52327903e-01	9.95370370e-01	2.97199907e-01
1.98000000e+01	5.08986928e-01	3.22578699e-09	9.98015873e-01	2.17529195e-01	2.38636364e-01	6.55005715e-01	9.93055556e-01	2.96295076e-01
1.99000000e+01	5.08714597e-01	3.31666468e-09	9.97354497e-01	2.15844930e-01	2.37373737e-01	6.57681562e-01	9.90740741e-01	2.95405408e-01
2.00000000e+01	5.08442266e-01	3.41003525e-09	9.96693122e-01	2.14169475e-01	2.36111111e-01	6.60355328e-01	9.88425926e-01	2.94530932e-01
2.01000000e+01	5.08169935e-01	3.50596512e-09	9.96031746e-01	2.12502828e-01	2.34848485e-01	6.63026899e-01	9.86111111e-01	2.93671678e-01
2.02000000e+01	5.07897603e-01	3.60452245e-09	9.95370370e-01	2.10844985e-01	2.33585859e-01	6.65696160e-01	9.83796296e-01	2.92827676e-01
2.03000000e+01	5.07625272e-01	3.70577716e-09	9.94708995e-01	2.09195944e-01	2.32323232e-01	6.68362996e-01	9.81481481e-01	2.91998955e-01
2.04000000e+01	5.07352941e-01	3.80980097e-09	9.94047619e-01	2.07555701e-01	2.31060606e-01	6.71027291e-01	9.79166667e-01	2.91185543e-01
2.05000000e+01	5.07080610e-01	3.91666743e-09	9.93386243e-01	2.05924250e-01	2.29797980e-01	6.73688928e-01	9.76851852e-01	2.90387467e-01
2.06000000e+01	5.06808279e-01	4.02645200e-09	9.92724868e-01	2.04301588e-01	2.28535354e-01	6.76347791e-01	9.74537037e-01	2.89604755e-01
2.07000000e+01	5.06535948e-01	4.13923207e-09	9.92063492e-01	2.02687708e-01	2.27272727e-01	6.79003764e-01	9.72222222e-01	2.88837433e-01
2.08000000e+01	5.06263617e-01	4.25508705e-09	9.91402116e-01	2.01082605e-01	2.26010101e-01	6.81656730e-01	9.69907407e-01	2.88085527e-01
2.09000000e+01	5.05991285e-01	4.37409834e-09	9.90740741e-01	1.99486272e-01	2.24747475e-01	6.84306571e-01	9.67592593e-01	2.87349062e-01
2.10000000e+01	5.05718954e-01	4.49634946e-09	9.90079365e-01	1.97898704e-01	2.23484848e-01	6.86953171e-01	9.65277778e-01	2.86628065e-01
2.11000000e+01	5.05446623e-01	4.62192607e-09	9.89417989e-01	1.96319891e-01	2.22222222e-01	6.89596410e-01	9.62962963e-01	2.85922558e-01
2.12000000e+01	5.05174292e-01	4.75091600e-09	9.88756614e-01	1.94749827e-01	2.20959596e-01	6.92236172e-01	9.60648148e-01	2.85232565e-01
2.13000000e+01	5.04901961e-01	4.88340936e-09	9.88095238e-01	1.93188504e-01	2.19696970e-01	6.94872339e-01	9.58333333e-01	2.84558111e-01
2.14000000e+01	5.04629630e-01	5.01949853e-09	9.87433862e-01	1.91635912e-01	2.18434343e-01	6.97504791e-01	9.56018519e-01	2.83899217e-01
2.15000000e+01	5.04357298e-01	5.15927828e-09	9.86772487e-01	1.90092043e-01	2.17171717e-01	7.00133410e-01	9.53703704e-01	2.83255906e-01
2.16000000e+01	5.04084967e-01	5.30284577e-09	9.86111111e-01	1.88556887e-01	2.15909091e-01	7.02758077e-01	9.51388889e-01	2.82628200e-01
2.17000000e+01	5.03812636e-01	5.45030067e-09	9.85449735e-01	1.87030435e-01	2.14646465e-01	7.05378673e-01	9.49074074e-01	2.82016119e-01
2.18000000e+01	5.03540305e-01	5.60174515e-09	9.84788360e-01	1.85512675e-01	2.13383838e-01	7.07995079e-01	9.46759259e-01	2.81419684e-01
2.19000000e+01	5.03267974e-01	5.75728401e-09	9.84126984e-01	1.84003598e-01	2.12121212e-01	7.10607176e-01	9.44444444e-01	2.80838915e-01
2.20000000e+01	5.02995643e-01	5.91702470e-09	9.83465608e-01	1.82503191e-01	2.10858586e-01	7.13214843e-01	9.42129630e-01	2.80273832e-01
2.21000000e+01	5.02723312e-01	6.08107741e-09	9.82804233e-01	1.81011443e-01	2.09595960e-01	7.15817962e-01	9.39814815e-01	2.79724452e-01
2.22000000e+01	5.02450980e-01	6.24955513e-09	9.82142857e-01	1.79528342e-01	2.08333333e-01	7.18416411e-01	9.37500000e-01	2.79190796e-01
2.23000000e+01	5.02178649e-01	6.42257369e-09	9.81481481e-01	1.78053876e-01	2.07070707e-01	7.21010071e-01	9.35185185e-01	2.78672880e-01
2.24000000e+01	5.01906318e-01	6.60025188e-09	9.80820106e-01	1.76588031e-01	2.05808081e-01	7.23598822e-01	9.32870370e-01	2.78170722e-01
2.25000000e+01	5.01633987e-01	6.78271150e-09	9.80158730e-01	1.75130795e-01	2.04545455e-01	7.26182542e-01	9.30555556e-01	2.77684338e-01
2.26000000e+01	5.01361656e-01	6.97007741e-09	9.79497354e-01	1.73682153e-01	2.03282828e-01	7.28761112e-01	9.28240741e-01	2.77213745e-01
2.27000000e+01	5.01089325e-01	7.16247764e-09	9.78835979e-01	1.72242092e-01	2.02020202e-01	7.31334412e-01	9.25925926e-01	2.76758959e-01
2.28000000e+01	5.00816993e-01	7.36004346e-09	9.78174603e-01	1.70810597e-01	2.00757576e-01	7.33902319e-01	9.23611111e-01	2.76319994e-01
2.29000000e+01	5.00544662e-01	7.56290942e-09	9.77513228e-01	1.69387653e-01	1.99494949e-01	7.36464714e-01	9.21296296e-01	2.75896865e-01
2.30000000e+01	5.00272331e-01	7.77121351e-09	9.76851852e-01	1.67973245e-01	1.98232323e-01	7.39021475e-01	9.18981481e-01	2.75489586e-01
2.31000000e+01	5.00000000e-01	7.98509715e-09	9.76190476e-01	1.66567357e-01	1.96969697e-01	7.41572481e-01	9.16666667e-01	2.75098171e-01
2.32000000e+01	4.99727669e-01	8.20470534e-09	9.75529101e-01	1.65169973e-01	1.95707071e-01	7.44117612e-01	9.14351852e-01	2.74722633e-01
2.33000000e+01	4.99455338e-01	8.43018674e-09	9.74867725e-01	1.63781077e-01	1.94444444e-01	7.46656745e-01	9.12037037e-01	2.74362984e-01
2.34000000e+01	4.99183007e-01	8.66169370e-09	9.74206349e-01	1.62400652e-01	1.93181818e-01	7.49189760e-01	9.09722222e-01	2.74019236e-01
2.35000000e+01	4.98910675e-01	8.89938245e-09	9.73544974e-01	1.61028681e-01	1.91919192e-01	7.51716536e-01	9.07407407e-01	2.73691400e-01
2.36000000e+01	4.98638344e-01	9.14341308e-09	9.72883598e-01	1.59665147e-01	1.90656566e-01	7.54236951e-01	9.05092593e-01	2.73379487e-01
2.37000000e+01	4.98366013e-01	9.39394974e-09	9.72222222e-01	1.58310032e-01	1.89393939e-01	7.56750884e-01	9.02777778e-01	2.73083508e-01
2.38000000e+01	4.98093682e-01	9.65116065e-09	9.71560847e-01	1.56963317e-01	1.88131313e-01	7.59258214e-01	9.00462963e-01	2.72803473e-01
2.39000000e+01	4.97821351e-01	9.91521826e-09	9.70899471e-01	1.55624985e-01	1.86868687e-01	7.61758818e-01	8.98148148e-01	2.72539390e-01
2.40000000e+01	4.97549020e-01	1.01862993e-08	9.70238095e-01	1.54295016e-01	1.85606061e-01	7.64252577e-01	8.95833333e-01	2.72291268e-01
2.41000000e+01	4.97276688e-01	1.04645850e-08	9.69576720e-01	1.52973391e-01	1.84343434e-01	7.66739368e-01	8.93518519e-01	2.72059116e-01
2.42000000e+01	4.97004357e-01	1.07502610e-08	9.68915344e-01	1.51660090e-01	1.83080808e-01	7.69219070e-01	8.91203704e-01	2.71842942e-01
2.43000000e+01	4.96732026e-01	1.10435176e-08	9.68253968e-01	1.50355095e-01	1.81818182e-01	7.71691562e-01	8.88888889e-01	2.71642751e-01
2.44000000e+01	4.96459695e-01	1.13445499e-08	9.67592593e-01	1.49058384e-01	1.80555556e-01	7.74156723e-01	8.86574074e-01	2.71458552e-01
2.45000000e+01	4.96187364e-01	1.16535577e-08	9.66931217e-01	1.47769938e-01	1.79292929e-01	7.76614431e-01	8.84259259e-01	2.71290349e-01
2.46000000e+01	4.95915033e-01	1.19707460e-08	9.66269841e-01	1.46489735e-01	1.78030303e-01	7.79064566e-01	8.81944444e-01	2.71138149e-01
2.47000000e+01	4.95642702e-01	1.22963246e-08	9.65608466e-01	1.45217755e-01	1.76767677e-01	7.81507006e-01	8.79629630e-01	2.71001957e-01
2.48000000e+01	4.95370370e-01	1.26305088e-08	9.64947090e-01	1.43953976e-01	1.75505051e-01	7.83941630e-01	8.77314815e-01	2.70881777e-01
2.49000000e+01	4.95098039e-01	1.29735190e-08	9.64285714e-01	1.42698377e-01	1.74242424e-01	7.86368317e-01	8.75000000e-01	2.70777613e-01
2.50000000e+01	4.94825708e-01	1.33255812e-08	9.63624339e-01	1.41450934e-01	1.72979798e-01	7.88786947e-01	8.72685185e-01	2.70689468e-01
2.51000000e+01	4.94553377e-01	1.36869270e-08	9.62962963e-01	1.40211628e-01	1.71717172e-01	7.91197399e-01	8.70370370e-01	2.70617345e-01
2.52000000e+01	4.94281046e-01	1.40577936e-08	9.62301587e-01	1.38980434e-01	1.70454545e-01	7.93599552e-01	8.68055556e-01	2.70561248e-01
2.53000000e+01	4.94008715e-01	1.44384242e-08	9.61640212e-01	1.37757330e-01	1.69191919e-01	7.95993286e-01	8.65740741e-01	2.70521177e-01
2.54000000e+01	4.93736383e-01	1.48290678e-08	9.60978836e-01	1.36542292e-01	1.67929293e-01	7.98378481e-01	8.63425926e-01	2.70497133e-01
2.55000000e+01	4.93464052e-01	1.52299797e-08	9.60317460e-01	1.35335298e-01	1.66666667e-01	8.00755016e-01	8.61111111e-01	2.70489119e-01
2.56000000e+01	4.93191721e-01	1.56414216e-08	9.59656085e-01	1.34136325e-01	1.66666667e-01	8.03122772e-01	8.58796296e-01	2.70497133e-01
2.57000000e+01	4.92919390e-01	1.60636614e-08	9.58994709e-01	1.32945347e-01	1.66666667e-01	8.05481628e-01	8.56481481e-01	2.70521177e-01
2.58000000e+01	4.92647059e-01	1.64969736e-08	9.58333333e-01	1.31762340e-01	1.66666667e-01	8.07831465e-01	8.54166667e-01	2.70561248e-01
2.59000000e+01	4.92374728e-01	1.69416397e-08	9.57671958e-01	1.30587282e-01	1.66666669e-01	8.10172164e-01	8.51851852e-01	2.70617345e-01
2.60000000e+01	4.92102397e-01	1.73979478e-08	9.57010582e-01	1.29420146e-01	1.66666673e-01	8.12503605e-01	8.49537037e-01	2.70689468e-01
2.61000000e+01	4.91830065e-01	1.78661932e-08	9.56349206e-01	1.28260908e-01	1.66666679e-01	8.14825670e-01	8.47222222e-01	2.70777613e-01
2.62000000e+01	4.91557734e-01	1.83466786e-08	9.55687831e-01	1.27109542e-01	1.66666690e-01	8.17138238e-01	8.44907407e-01	2.70881777e-01
2.63000000e+01	4.91285403e-01	1.88397137e-08	9.55026455e-01	1.25966024e-01	1.66666707e-01	8.19441193e-01	8.42592593e-01	2.71001957e-01
2.64000000e+01	4.91013072e-01	1.93456161e-08	9.54365079e-01	1.24830327e-01	1.66666731e-01	8.21734415e-01	8.40277778e-01	2.71138149e-01
2.65000000e+01	4.90740741e-01	1.98647112e-08	9.53703704e-01	1.23702427e-01	1.66666765e-01	8.24017786e-01	8.37962963e-01	2.71290349e-01
2.66000000e+01	4.90468410e-01	2.03973320e-08	9.53042328e-01	1.22582296e-01	1.66666810e-01	8.26291188e-01	8.35648148e-01	2.71458552e-01
2.67000000e+01	4.90196078e-01	2.09438200e-08	9.52380952e-01	1.21469908e-01	1.66666870e-01	8.28554505e-01	8.33333333e-01	2.71642751e-01
2.68000000e+01	4.89923747e-01	2.15045248e-08	9.51719577e-01	1.20365238e-01	1.66666947e-01	8.30807618e-01	8.31018519e-01	2.71842942e-01
2.69000000e+01	4.89651416e-01	2.20798045e-08	9.51058201e-01	1.19268257e-01	1.66667043e-01	8.33050410e-01	8.28703704e-01	2.72059116e-01
2.70000000e+01	4.89379085e-01	2.26700261e-08	9.50396825e-01	1.18178940e-01	1.66667163e-01	8.35282766e-01	8.26388889e-01	2.72291268e-01
2.71000000e+01	4.89106754e-01	2.32755652e-08	9.49735450e-01	1.17097259e-01	1.66667309e-01	8.37504567e-01	8.24074074e-01	2.72539390e-01
2.72000000e+01	4.88834423e-01	2.38968069e-08	9.49074074e-01	1.16023186e-01	1.66667485e-01	8.39715699e-01	8.21759259e-01	2.72803473e-01
2.73000000e+01	4.88562092e-01	2.45341454e-08	9.48412698e-01	1.14956695e-01	1.66667695e-01	8.41916046e-01	8.19444444e-01	2.73083508e-01
2.74000000e+01	4.88289760e-01	2.51879844e-08	9.47751323e-01	1.13897757e-01	1.66667944e-01	8.44105491e-01	8.17129630e-01	2.73379487e-01
2.75000000e+01	4.88017429e-01	2.58587375e-08	9.47089947e-01	1.12846345e-01	1.66668235e-01	8.46283920e-01	8.14814815e-01	2.73691400e-01
2.76000000e+01	4.87745098e-01	2.65468284e-08	9.46428571e-01	1.11802430e-01	1.66668573e-01	8.48451219e-01	8.12500000e-01	2.74019236e-01
2.77000000e+01	4.87472767e-01	2.72526907e-08	9.45767196e-01	1.10765984e-01	1.66668962e-01	8.50607272e-01	8.10185185e-01	2.74362984e-01
2.78000000e+01	4.87200436e-01	2.79767688e-08	9.45105820e-01	1.09736979e-01	1.66669409e-01	8.52751967e-01	8.07870370e-01	2.74722633e-01
2.79000000e+01	4.86928105e-01	2.87195176e-08	9.44444444e-01	1.08715385e-01	1.66669918e-01	8.54885188e-01	8.05555556e-01	2.75098171e-01
2.80000000e+01	4.86655773e-01	2.94814032e-08	9.43783069e-01	1.07701175e-01	1.66670495e-01	8.57006824e-01	8.03240741e-01	2.75489586e-01
2.81000000e+01	4.86383442e-01	3.02629026e-08	9.43121693e-01	1.06694318e-01	1.66671145e-01	8.59116761e-01	8.00925926e-01	2.75896865e-01
2.82000000e+01	4.86111111e-01	3.10645046e-08	9.42460317e-01	1.05694787e-01	1.66671875e-01	8.61214887e-01	7.98611111e-01	2.76319994e-01
2.83000000e+01	4.85838780e-01	3.18867095e-08	9.41798942e-01	1.04702551e-01	1.66672691e-01	8.63301090e-01	7.96296296e-01	2.76758959e-01
2.84000000e+01	4.85566449e-01	3.27300297e-08	9.41137566e-01	1.03717582e-01	1.66673598e-01	8.65375258e-01	7.93981481e-01	2.77213745e-01
2.85000000e+01	4.85294118e-01	3.35949900e-08	9.40476190e-01	1.02739848e-01	1.66674605e-01	8.67437281e-01	7.91666667e-01	2.77684338e-01
2.86000000e+01	4.85021786e-01	3.44821275e-08	9.39814815e-01	1.01769322e-01	1.66675718e-01	8.69487048e-01	7.89351852e-01	2.78170722e-01
2.87000000e+01	4.84749455e-01	3.53919924e-08	9.39153439e-01	1.00805973e-01	1.66676943e-01	8.71524448e-01	7.87037037e-01	2.78672880e-01
2.88000000e+01	4.84477124e-01	3.63251479e-08	9.38492063e-01	9.98497697e-02	1.66678289e-01	8.73549372e-01	7.84722222e-01	2.79190796e-01
2.89000000e+01	4.84204793e-01	3.72821709e-08	9.37830688e-01	9.89006835e-02	1.66679763e-01	8.75561711e-01	7.82407407e-01	2.79724452e-01
2.90000000e+01	4.83932462e-01	3.82636517e-08	9.37169312e-01	9.79586835e-02	1.66681373e-01	8.77561356e-01	7.80092593e-01	2.80273832e-01
2.91000000e+01	4.83660131e-01	3.92701951e-08	9.36507937e-01	9.70237393e-02	1.66683128e-01	8.79548199e-01	7.77777778e-01	2.80838915e-01
2.92000000e+01	4.83387800e-01	4.03024200e-08	9.35846561e-01	9.60958203e-02	1.66685034e-01	8.81522133e-01	7.75462963e-01	2.81419684e-01
2.93000000e+01	4.83115468e-01	4.13609600e-08	9.35185185e-01	9.51748958e-02	1.66687102e-01	8.83483049e-01	7.73148148e-01	2.82016119e-01
2.94000000e+01	4.82843137e-01	4.24464641e-08	9.34523810e-01	9.42609350e-02	1.66689339e-01	8.85430843e-01	7.70833333e-01	2.82628200e-01
2.95000000e+01	4.82570806e-01	4.35595965e-08	9.33862434e-01	9.33539069e-02	1.66691756e-01	8.87365406e-01	7.68518519e-01	2.83255906e-01
2.96000000e+01	4.82298475e-01	4.47010370e-08	9.33201058e-01	9.24537805e-02	1.66694360e-01	8.89286635e-01	7.66203704e-01	2.83899217e-01
2.97000000e+01	4.82026144e-01	4.58714819e-08	9.32539683e-01	9.15605246e-02	1.66697163e-01	8.91194424e-01	7.63888889e-01	2.84558111e-01
2.98000000e+01	4.81753813e-01	4.70716437e-08	9.31878307e-01	9.06741080e-02	1.66700172e-01	8.93088668e-01	7.61574074e-01	2.85232565e-01
2.99000000e+01	4.81481481e-01	4.83022519e-08	9.31216931e-01	8.97944993e-02	1.66703399e-01	8.94969264e-01	7.59259259e-01	2.85922558e-01
3.00000000e+01	4.81209150e-01	4.95640532e-08	9.30555556e-01	8.89216670e-02	1.66706854e-01	8.96836109e-01	7.56944444e-01	2.86628065e-01
3.01000000e+01	4.80936819e-01	5.08578120e-08	9.29894180e-01	8.80555797e-02	1.66710548e-01	8.98689100e-01	7.54629630e-01	2.87349062e-01
3.02000000e+01	4.80664488e-01	5.21843106e-08	9.29232804e-01	8.71962056e-02	1.66714489e-01	9.00528136e-01	7.52314815e-01	2.88085527e-01
3.03000000e+01	4.80392157e-01	5.35443499e-08	9.28571429e-01	8.63435130e-02	1.66718691e-01	9.02353114e-01	7.50000000e-01	2.88837433e-01
3.04000000e+01	4.80119826e-01	5.49387497e-08	9.27910053e-01	8.54974701e-02	1.66723164e-01	9.04163934e-01	7.47685185e-01	2.89604755e-01
3.05000000e+01	4.79847495e-01	5.63683490e-08	9.27248677e-01	8.46580450e-02	1.66727919e-01	9.05960496e-01	7.45370370e-01	2.90387467e-01
3.06000000e+01	4.79575163e-01	5.78340064e-08	9.26587302e-01	8.38252057e-02	1.66732968e-01	9.07742701e-01	7.43055556e-01	2.91185543e-01
3.07000000e+01	4.79302832e-01	5.93366009e-08	9.25925926e-01	8.29989203e-02	1.66738323e-01	9.09510449e-01	7.40740741e-01	2.91998955e-01
3.08000000e+01	4.79030501e-01	6.08770320e-08	9.25264550e-01	8.21791565e-02	1.66743997e-01	9.11263643e-01	7.38425926e-01	2.92827676e-01
3.09000000e+01	4.78758170e-01	6.24562204e-08	9.24603175e-01	8.13658821e-02	1.66750000e-01	9.13002185e-01	7.36111111e-01	2.93671678e-01
3.10000000e+01	4.78485839e-01	6.40751082e-08	9.23941799e-01	8.05590650e-02	1.66756346e-01	9.14725979e-01	7.33796296e-01	2.94530932e-01
3.11000000e+01	4.78213508e-01	6.57346597e-08	9.23280423e-01	7.97586728e-02	1.66763049e-01	9.16434928e-01	7.31481481e-01	2.95405408e-01
3.12000000e+01	4.77941176e-01	6.74358616e-08	9.22619048e-01	7.89646732e-02	1.66770120e-01	9.18128937e-01	7.29166667e-01	2.96295076e-01
3.13000000e+01	4.77668845e-01	6.91797239e-08	9.21957672e-01	7.81770336e-02	1.66777573e-01	9.19807911e-01	7.26851852e-01	2.97199907e-01
3.14000000e+01	4.77396514e-01	7.09672798e-08	9.21296296e-01	7.73957218e-02	1.66785422e-01	9.21471756e-01	7.24537037e-01	2.98119869e-01
3.15000000e+01	4.77124183e-01	7.27995869e-08	9.20634921e-01	7.66207050e-02	1.66793680e-01	9.23120379e-01	7.22222222e-01	2.99054930e-01
3.16000000e+01	4.76851852e-01	7.46777273e-08	9.19973545e-01	7.58519508e-02	1.66802361e-01	9.24753688e-01	7.19907407e-01	3.00005059e-01
3.17000000e+01	4.76579521e-01	7.66028083e-08	9.19312169e-01	7.50894265e-02	1.66811481e-01	9.26371591e-01	7.17592593e-01	3.00970223e-01
3.18000000e+01	4.76307190e-01	7.85759629e-08	9.18650794e-01	7.43330994e-02	1.66821052e-01	9.27973997e-01	7.15277778e-01	3.01950387e-01
3.19000000e+01	4.76034858e-01	8.05983504e-08	9.17989418e-01	7.35829370e-02	1.66831090e-01	9.29560816e-01	7.12962963e-01	3.02945520e-01
3.20000000e+01	4.75762527e-01	8.26711571e-08	9.17328042e-01	7.28389064e-02	1.66841610e-01	9.31131958e-01	7.10648148e-01	3.03955586e-01
3.21000000e+01	4.75490196e-01	8.47955966e-08	9.16666667e-01	7.21009749e-02	1.66852627e-01	9.32687334e-01	7.08333333e-01	3.04980549e-01
3.22000000e+01	4.75217865e-01	8.69729109e-08	9.16005291e-01	7.13691098e-02	1.66864156e-01	9.34226857e-01	7.06018519e-01	3.06020376e-01
3.23000000e+01	4.74945534e-01	8.92043705e-08	9.15343915e-01	7.06432781e-02	1.66876213e-01	9.35750440e-01	7.03703704e-01	3.07075029e-01
3.24000000e+01	4.74673203e-01	9.14912752e-08	9.14682540e-01	6.99234472e-02	1.66888813e-01	9.37257996e-01	7.01388889e-01	3.08144472e-01
3.25000000e+01	4.74400871e-01	9.38349551e-08	9.14021164e-01	6.92095840e-02	1.66901974e-01	9.38749439e-01	6.99074074e-01	3.09228668e-01
3.26000000e+01	4.74128540e-01	9.62367707e-08	9.13359788e-01	6.85016559e-02	1.66915711e-01	9.40224686e-01	6.96759259e-01	3.10327578e-01
3.27000000e+01	4.73856209e-01	9.86981139e-08	9.12698413e-01	6.77996298e-02	1.66930041e-01	9.41683653e-01	6.94444444e-01	3.11441165e-01
3.28000000e+01	4.73583878e-01	1.01220409e-07	9.12037037e-01	6.71034729e-02	1.66944981e-01	9.43126256e-01	6.92129630e-01	3.12569389e-01
3.29000000e+01	4.73311547e-01	1.03805112e-07	9.11375661e-01	6.64131523e-02	1.66960547e-01	9.44552412e-01	6.89814815e-01	3.13712212e-01
3.30000000e+01	4.73039216e-01	1.06453714e-07	9.10714286e-01	6.57286351e-02	1.66976757e-01	9.45962042e-01	6.87500000e-01	3.14869592e-01
